,tweet,filtered_tweets,label,score
85,"🚨WE'RE NOW LIVING IN COMMUNIST CHINA! 🚨

Can't even tweet about the #NYPost's bombshell #Hunter #Biden story! 

⁦@jack⁩ You're an absolute disgrace! This is a direct assault on our freedom of speech! 

#HunterBidenEmails 
#TwitterCensorship 
#MAGA2020 
#Trump2020 https://t.co/Ee3NriP3ye","were now living in communist china 

cant even tweet about the nyposts bombshell hunter biden story 

jack youre an absolute disgrace this is a direct assault on our freedom of speech 

hunterbidenemails 
twittercensorship 
maga2020 
trump2020 httpstcoee3nrip3ye",negative,0.939678430557251
86,https://t.co/tYkBnbstJw.   #biden #HunterBiden #HunterBidenEmails  #BidenHarris,httpstcotykbnbstjw   biden hunterbiden hunterbidenemails  bidenharris,neutral,0.8428074717521667
87,"Twitter, please fact check this picture of Hunter Biden passed out with a crack pipe in his mouth... #Biden #HunterBiden https://t.co/tmPVG3lTCx",twitter please fact check this picture of hunter biden passed out with a crack pipe in his mouth biden hunterbiden httpstcotmpvg3ltcx,neutral,0.5070875883102417
88,@TwitterSafety Skip it. You hacks are covering for #JoeBiden plain and simple. #HunterBiden #BurismaBoys,twittersafety skip it you hacks are covering for joebiden plain and simple hunterbiden burismaboys,negative,0.5124785304069519
89,"Vice President #Biden is 77 years young.
I am willing to bet that he has a long list of things he’d rather focus on and enjoy life, than cleaning up 🧹 the deadly mess left by spineless republicans and #DonTheCon 
His only motive is to #BuildBackBetter #VoteForDemocracy #Vote","vice president biden is 77 years young
i am willing to bet that he has a long list of things hed rather focus on and enjoy life than cleaning up  the deadly mess left by spineless republicans and donthecon 
his only motive is to buildbackbetter votefordemocracy vote",negative,0.6380204558372498
90,@Defeat_Trump2 I will still act as  IF #JoeBiden is 50 points behind.  And VOTE FOR HIM!,defeattrump2 i will still act as  if joebiden is 50 points behind  and vote for him,neutral,0.6596379280090332
91,Twitter is censoring all information about the Biden crime family #HunterBiden #HunterBidenEmails #JoeBiden #Bidens #JoeBidenIsSick #bidenslaveowners #BidenHarris2020 #BigMikeObama,twitter is censoring all information about the biden crime family hunterbiden hunterbidenemails joebiden bidens joebidenissick bidenslaveowners bidenharris2020 bigmikeobama,negative,0.6732718348503113
92,"Twazis says they blocked NY Post's #HunterBiden story cuz they block stories with stolen info.

Let's test their theory &amp; #Leftist agenda in protecting #Biden with the story by the #NYPost on STOLEN secret audio tapes of #Trump!

#LiberalPrivilege #MAGA
 https://t.co/bWriPoqI0d","twazis says they blocked ny posts hunterbiden story cuz they block stories with stolen info

lets test their theory amp leftist agenda in protecting biden with the story by the nypost on stolen secret audio tapes of trump

liberalprivilege maga
 httpstcobwripoqi0d",negative,0.5611314177513123
93,"@ShelbyKStewart @nbc @thedailybeast Thinking of watching the #SteamingPileOfTrump town hall Thursday?
Please reconsider.
#JoeBiden has a previously announced town hall on 
@ABC  @ the same time Thursday.
#Boycott the #TrumpTownHall on @MSNBC &amp; @CNBC
Watch #ABC instead.
#BoycottMSNBC #BoycottNBC #Resist #MeToo https://t.co/dc04eSljKx","shelbykstewart nbc thedailybeast thinking of watching the steamingpileoftrump town hall thursday
please reconsider
joebiden has a previously announced town hall on 
abc   the same time thursday
boycott the trumptownhall on msnbc amp cnbc
watch abc instead
boycottmsnbc boycottnbc resist metoo httpstcodc04esljkx",neutral,0.5135611891746521
94,@jack You’re not helping #Biden lmao. On the contrary.,jack youre not helping biden lmao on the contrary,negative,0.6110414266586304
95,@JoeBiden Where’s #JoeBiden hiding out? https://t.co/GWfbafFRCD,joebiden wheres joebiden hiding out httpstcogwfbaffrcd,neutral,0.7625607252120972
96,I still can't retweet this @nypost report on #HunterBiden allegedly selling access to his then VP daddy #Biden. Not #1A of @jack. https://t.co/1Le4ztTqOy,i still cant retweet this nypost report on hunterbiden allegedly selling access to his then vp daddy biden not 1a of jack httpstco1le4zttqoy,negative,0.7094876170158386
97,@JohnBro85286904 @jane3wallace @Anderology @JoeBiden Newly released info proves it. Bidens are corrupt to the core. Time for Hoe to step down #stepdownjoe #JoeBiden #Election2020,johnbro85286904 jane3wallace anderology joebiden newly released info proves it bidens are corrupt to the core time for hoe to step down stepdownjoe joebiden election2020,negative,0.8707057237625122
98,"@MeidasTouch VOTE wisely.
and by wisely I mean for JOE… or else….

#JoeBiden @JoeBiden https://t.co/qlHVgonEjt","meidastouch vote wisely
and by wisely i mean for joe or else

joebiden joebiden httpstcoqlhvgonejt",neutral,0.770697295665741
99,"#HunterBiden #Cocaine #JoeBiden #KamalaHarris Far reaching implications for VP President 
https://t.co/qHeJcClUK1","hunterbiden cocaine joebiden kamalaharris far reaching implications for vp president 
httpstcoqhejccluk1",neutral,0.6261172294616699
100,"Video PROOF from corrupt #JoeBiden :  https://t.co/7D8NQaWbCv
#HunterBiden Facebook Twitter Bias as well. How can twitter post #WashingtonPost ""confirms"" when it's clearly a lie. The FakeNews and DNC are one. https://t.co/oRXbLdbira","video proof from corrupt joebiden   httpstco7d8nqawbcv
hunterbiden facebook twitter bias as well how can twitter post washingtonpost confirms when its clearly a lie the fakenews and dnc are one httpstcoorxbldbira",negative,0.8621000647544861
101,"Kpop fans please unite and stream Biden’s Town Hall 🥺🥺🥺 #biden #BidenTownHall #kpop #bts #blackpink #twice #nct 
#redvelvet #treasure #everglow #ENHYPEN #seventeen #Ateez #Itzy #Exo #TXT #Straykids https://t.co/cOTA1k6yzL","kpop fans please unite and stream bidens town hall  biden bidentownhall kpop bts blackpink twice nct 
redvelvet treasure everglow enhypen seventeen ateez itzy exo txt straykids httpstcocota1k6yzl",positive,0.5637955665588379
102,"The media does not want you to read, share, or discuss The New York Post's #HunterBiden  #Biden  scoop https://t.co/vEn3nwoqtR via @reason",the media does not want you to read share or discuss the new york posts hunterbiden  biden  scoop httpstcoven3nwoqtr via reason,negative,0.7571702599525452
103,I will take child named #Biden with #JoeBiden blood over a child named Trump with #DonaldTrump blood any day of the week. https://t.co/AL4gumlKkW,i will take child named biden with joebiden blood over a child named trump with donaldtrump blood any day of the week httpstcoal4gumlkkw,negative,0.5954984426498413
104,"So the #FBI received the LAPTOP with the EMAILS and instead of acting on behalf of the American people and pursuing justice, they pushed it under the rug to cover up for #JoeBiden 
#HunterBidenEmails

#ChristopherWray 
Resign Now!","so the fbi received the laptop with the emails and instead of acting on behalf of the american people and pursuing justice they pushed it under the rug to cover up for joebiden 
hunterbidenemails

christopherwray 
resign now",negative,0.7292677164077759
105,"""Believe it or not, #Biden will be the next President of the United States.  #Trump lost the election already due to #COVID19.""

That's just a prediction.  No one knows the future.  We try to predict it to feel larger than life.  Unafraid of being wrong.

https://t.co/AMurxRsiFX","believe it or not biden will be the next president of the united states  trump lost the election already due to covid19

thats just a prediction  no one knows the future  we try to predict it to feel larger than life  unafraid of being wrong

httpstcoamurxrsifx",neutral,0.49371251463890076
106,This is the kind of guy you want to elect as president? #JoeBiden #DemocraticParty https://t.co/qMkDmr2g6V,this is the kind of guy you want to elect as president joebiden democraticparty httpstcoqmkdmr2g6v,neutral,0.5717346668243408
107,"#Biden is a liar
#Twitter is censoring","biden is a liar
twitter is censoring",negative,0.9288173317909241
108,"Las campañas de #Biden en la comunidad latina literal es nomas el diciendo ""Hola no soy #Trump vota por mi"". 🤦🏻‍♂️",las campaas de biden en la comunidad latina literal es nomas el diciendo hola no soy trump vota por mi ,neutral,0.8114410638809204
109,#JoeBiden https://t.co/0XQodvpbAI,joebiden httpstco0xqodvpbai,neutral,0.7039109468460083
110,This video proves that #JoeBiden has pretty much always been an asshole. https://t.co/leRU3BKwZC,this video proves that joebiden has pretty much always been an asshole httpstcoleru3bkwzc,negative,0.9489567875862122
111,"Ditto, only #JoeBiden #TownHall.👏👏😎😎 https://t.co/ePif0fqs7h",ditto only joebiden townhall httpstcoepif0fqs7h,neutral,0.8579384088516235
112,#Trump has been banging on about the #China #Biden  connection from the outset but was played down by #MSM as usual! https://t.co/SiqWtxj66d,trump has been banging on about the china biden  connection from the outset but was played down by msm as usual httpstcosiqwtxj66d,negative,0.5199633240699768
113,"Twitter, please fact check Hunter Bidens signature authorizing the recovery of data from his Macbook and external hard drive... #Biden #HunterBiden https://t.co/IgO4IeG4Fb",twitter please fact check hunter bidens signature authorizing the recovery of data from his macbook and external hard drive biden hunterbiden httpstcoigo4ieg4fb,neutral,0.8526906967163086
114,There’s literally VIDEO of #Biden saying he got rid of the prosecutors by holding up the Money they promised to Ukraine https://t.co/UUg6Ki57D5,theres literally video of biden saying he got rid of the prosecutors by holding up the money they promised to ukraine httpstcouug6ki57d5,neutral,0.6902478337287903
115,#chinabiden #biden #BidenCrimeFamily # https://t.co/Ogge27pJUa,chinabiden biden bidencrimefamily  httpstcoogge27pjua,neutral,0.7979785799980164
116,"But he did this...in his own words.

Joe Biden Brags about getting Ukranian Prosecutor Fired https://t.co/QJ7a6xBztZ via @YouTube 

#JoeBiden","but he did thisin his own words

joe biden brags about getting ukranian prosecutor fired httpstcoqj7a6xbztz via youtube 

joebiden",neutral,0.5708072185516357
117,How low #tech #media giants censor and block the truth ! Major legit paper publish true story. #Biden son met with #Burisma oligarchs and biden knew,how low tech media giants censor and block the truth  major legit paper publish true story biden son met with burisma oligarchs and biden knew,negative,0.6362935900688171
118,"And Trump claims Biden has dementia? 
#DonaldOut #TrumpRally #trumpDementia #Biden #Vote #TrumpIsNotAmerica #MAGA #StopTrumpsTerror https://t.co/cuvce2uIpT","and trump claims biden has dementia 
donaldout trumprally trumpdementia biden vote trumpisnotamerica maga stoptrumpsterror httpstcocuvce2uipt",negative,0.8144640922546387
119,"#HuntetBiden 
#JoeBiden 
#Biden2020
WTF THESE COURUPT ASSHOLES. https://t.co/RxU0AZYUHH","huntetbiden 
joebiden 
biden2020
wtf these courupt assholes httpstcorxu0azyuhh",negative,0.9165803790092468
120,#TuckerCarlson is smashing the suppression by #Facebook and #Twitter of #Biden corruption influence-peddling scheme.,tuckercarlson is smashing the suppression by facebook and twitter of biden corruption influencepeddling scheme,neutral,0.501580536365509
121,"•Only 20 Days until Election Day! 
•Make a plan to exercise your RIGHT to vote! 

#JoeBiden #BidenHarris2020 #GirlfriendsforKamala #WoCforBiden https://t.co/3C9REWTabk","only 20 days until election day 
make a plan to exercise your right to vote 

joebiden bidenharris2020 girlfriendsforkamala wocforbiden httpstco3c9rewtabk",neutral,0.770804762840271
122,"Why don't they want us to see this? (Rhetorical 🙄)

Hunter Biden and the Big Tech information coup | Spectator USA

#HunterBiden #JoeBiden #Election2020 #censorship  https://t.co/mA46KXQMZv","why dont they want us to see this rhetorical 

hunter biden and the big tech information coup  spectator usa

hunterbiden joebiden election2020 censorship  httpstcoma46kxqmzv",negative,0.6632874011993408
123,#Biden is a bald face liar. #Burisma @TuckerCarlson,biden is a bald face liar burisma tuckercarlson,negative,0.9243212342262268
124,"Looks like Joe and Hunter Biden did everything they accused Trump about. If you're voting for this senile, old, corrupt democratic nominee, you are pathetic. We don't need this shit running our country. #Biden",looks like joe and hunter biden did everything they accused trump about if youre voting for this senile old corrupt democratic nominee you are pathetic we dont need this shit running our country biden,negative,0.9687418341636658
125,"How could #Facebook and #Twitter make the news about #HunterBiden and #Biden pay for play go viral? 

START CENSORING THE STORY

The concept of backfiring still has not gotten through to people who want to suppress voices because their undies are in a knot.","how could facebook and twitter make the news about hunterbiden and biden pay for play go viral 

start censoring the story

the concept of backfiring still has not gotten through to people who want to suppress voices because their undies are in a knot",negative,0.8825430870056152
